#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
ずるい	503	ずるい	ずるい	adj	i-adjective	unfair; sly; cunning	धूर्त; बेइमान	自分[じぶん]だけ 先[さき]に 帰[かえ]るなんて、ずるいよ。	Going home early by yourself — that is not fair.	彼[かれ]はずるい 方法[ほうほう]で 勝[か]った。	He won by unfair means.	妹[いもうと]ばかり 甘[あま]やかされて、ずるいと 思[おも]った。	Only my little sister gets spoiled — I thought it was unfair.	〜なんてずるい	Kids' word for 'no fair!' and adult word for 'cunning'. Usually kana.	N3 batch4 day21 adj
賢い	504	賢[かしこ]い	かしこい	adj	i-adjective	clever; wise; smart	बुद्धिमान; चलाख	彼女[かのじょ]は 賢[かしこ]くて、 判断[はんだん]が 早[はや]い。	She is smart and quick to decide.	この 犬[いぬ]はとても 賢[かしこ]い。	This dog is very clever.	お 金[かね]の 賢[かしこ]い 使[つか]い 方[かた]を 学[まな]びたい。	I want to learn wise ways of using money.	賢い＋N／賢く＋V	賢い = clever/wise (practical intelligence); 頭がいい = smart. 賢く = wisely.	N3 batch4 day21 adj
幼い	505	幼[おさな]い	おさない	adj	i-adjective	very young; childish	सानो (उमेर); बालसुलभ	幼[おさな]い 頃[ころ]、よくこの 公園[こうえん]で 遊[あそ]んだ。	When I was young, I often played in this park.	彼[かれ]の 考[かんが]え 方[かた]はまだ 幼[おさな]い。	His way of thinking is still childish.	幼[おさな]い 子[こ]どもを 二人[ふたり] 育[そだ]てている。	I am raising two young children.	幼い＋N／幼い頃	幼い頃 = in one's childhood. 幼い = very young (age) or immature (mind).	N3 batch4 day21 adj
くだらない	506	くだらない	くだらない	adj	i-adjective	trivial; worthless; silly	फजुल; बेकार	そんなくだらないことで けんかするな。	Do not fight over such a silly thing.	くだらない 冗談[じょうだん]だが、つい 笑[わら]ってしまった。	It was a dumb joke, but I could not help laughing.	くだらないテレビ 番組[ばんぐみ]を 見[み]て 時間[じかん]を 無駄[むだ]にした。	I wasted time watching a trashy TV program.	くだらない＋N	Dismissive: worthless/pointless. つまらない = boring; くだらない = beneath consideration.	N3 batch4 day21 adj
しつこい	507	しつこい	しつこい	adj	i-adjective	persistent; pushy; heavy (taste)	ढिपी गर्ने; बारम्बार; गह्रौँ (स्वाद)	その 店員[てんいん]の 勧[すす]め 方[かた]がしつこくて、 困[こま]った。	That clerk's pushy sales approach was a nuisance.	しつこいようですが、もう 一度[いちど] 確認[かくにん]させてください。	I know I keep asking, but let me confirm once more.	この 料理[りょうり]は 少[すこ]し 味[あじ]がしつこい。	This dish is a bit heavy/greasy in flavor.	しつこい＋N／しつこいようですが	People (persistent/pushy) and taste (heavy/greasy). あっさり is the opposite for taste.	N3 batch4 day21 adj
鋭い	508	鋭[するど]い	するどい	adj	i-adjective	sharp; keen; acute	धारिलो; तीक्ष्ण	このナイフはよく 切[き]れて、 刃[は]が 鋭[するど]い。	This knife cuts well; the blade is sharp.	彼[かれ]は 鋭[するど]い 質問[しつもん]をした。	He asked a sharp question.	彼女[かのじょ]は 人[ひと]の 気持[きも]ちに 鋭[するど]い。	She is keenly perceptive of people's feelings.	鋭い＋N（刃・質問・目）	Sharp blades AND sharp insight/questions. Opposite: 鈍い (next word).	N3 batch4 day21 adj
鈍い	509	鈍[にぶ]い	にぶい	adj	i-adjective	dull; slow (to react)	बोदो; ढिलो (प्रतिक्रिया)	この 包丁[ほうちょう]は 鈍[にぶ]くて 切[き]れない。	This kitchen knife is dull and does not cut.	寝不足[ねぶそく]で 頭[あたま]の 働[はたら]きが 鈍[にぶ]い。	From lack of sleep, my mind is sluggish.	彼[かれ]は 人[ひと]の 気持[きも]ちに 鈍[にぶ]いところがある。	He can be slow to pick up on people's feelings.	鈍い＋N／動きが鈍い	Opposite of 鋭い. Dull blade, slow reaction, dense to feelings. Reading にぶい.	N3 batch4 day21 adj
恐ろしい	510	恐[おそ]ろしい	おそろしい	adj	i-adjective	frightening; terrible; dreadful	डरलाग्दो; भयानक	夜中[よなか]に 一人[ひとり]で 山道[やまみち]を 歩[ある]くのは 恐[おそ]ろしい。	Walking a mountain path alone at midnight is frightening.	戦争[せんそう]の 恐[おそ]ろしさを 忘[わす]れてはいけない。	We must not forget the horror of war.	彼[かれ]の 集中[しゅうちゅう] 力[りょく]は 恐[おそ]ろしいほどだ。	His concentration is frightening in degree.	恐ろしい＋N／恐ろしいほど	怖い = scary (spoken); 恐ろしい = dreadful (stronger/written). 恐ろしいほど = frighteningly (intensifier).	N3 batch4 day21 adj
蒸し暑い	511	蒸[む]し 暑[あつ]い	むしあつい	adj	i-adjective	hot and humid; muggy	गर्मी र आर्द्र; उखुमउखुम	東京[とうきょう]の 夏[なつ]は 蒸[む]し 暑[あつ]くて 大変[たいへん]だ。	Tokyo summers are muggy and rough.	梅雨[つゆ]の 時期[じき]は 毎日[まいにち] 蒸[む]し 暑[あつ]い。	During the rainy season, it is humid every day.	蒸[む]し 暑[あつ]い 夜[よる]は、なかなか 眠[ねむ]れない。	On muggy nights, it is hard to fall asleep.	蒸し暑い＋N	蒸す (steam) + 暑い. The word for a Tokyo summer. 暑い = just hot; 蒸し暑い = hot AND humid.	N3 batch4 day21 adj
力強い	512	力強[ちからづよ]い	ちからづよい	adj	i-adjective	powerful; reassuring	बलियो; भरोसालाग्दो	彼[かれ]の 力強[ちからづよ]い 言葉[ことば]に 勇気[ゆうき]をもらった。	His powerful words gave me courage.	選手[せんしゅ]たちは 力強[ちからづよ]く 走[はし]り 出[だ]した。	The athletes started running powerfully.	友達[ともだち]がそばにいてくれると、 力強[ちからづよ]い。	Having a friend by my side is reassuring.	力強い＋N／力強く＋V	Physical power and emotional reassurance (a reassuring presence). Reading ちからづよい (rendaku).	N3 batch4 day21 adj
得	513	得[とく]	とく	adj	na-adjective / noun	advantageous; profitable; a gain	फाइदा; नाफा	まとめて 買[か]った 方[ほう]が 得[とく]だ。	Buying in bulk is more economical.	この 情報[じょうほう]を 知[し]っているだけで 得[とく]をする。	Just knowing this information works to your advantage.	早[はや]く 予約[よやく]すれば、 千円[せんえん] 得[とく]になる。	Book early and you save a thousand yen.	得だ／得をする	Pair with 損 (loss, next). 得をする ↔ 損をする. Homophone 徳 (virtue) — different word.	N3 batch4 day21 adj
損	514	損[そん]	そん	adj	na-adjective / noun / suru-verb	loss; disadvantage; a waste	घाटा; नोक्सान	怒[おこ]ってばかりいると、 自分[じぶん]が 損[そん]をする。	If you are always angry, you only hurt yourself.	安[やす]いと 思[おも]って 買[か]ったら、かえって 損[そん]した。	I bought it thinking it was cheap, but ended up losing out.	知[し]らないと 損[そん]をする 制度[せいど]がたくさんある。	There are many systems you lose out on if you do not know about them.	損をする／損な＋N／Aで損する	Pair with 得. 損な役割 = a thankless role. 損得 (そんとく) = loss and gain.	N3 batch4 day21 adj
平気	515	平気[へいき]	へいき	adj	na-adjective	fine; unbothered; calm (unfazed)	केही फरक नपर्ने; ढुक्क	少[すこ]しぐらい 怒[おこ]られても 平気[へいき]だ。	I am fine even if I get scolded a little.	彼[かれ]は 平気[へいき]で 嘘[うそ]をつく。	He tells lies without batting an eye.	「 大丈夫[だいじょうぶ]？」「うん、 平気[へいき]。」	Are you okay? — Yeah, I am fine.	平気だ／平気で＋V	平気 = unbothered/unfazed. 平気で = nonchalantly (often negative: 平気で遅刻する).	N3 batch4 day21 adj
冷静	516	冷静[れいせい]	れいせい	adj	na-adjective	calm; composed; level-headed	शान्त; धीर	どんな 時[とき]も 冷静[れいせい]に 判断[はんだん]することが 大切[たいせつ]だ。	It is important to judge calmly in any situation.	彼[かれ]は 事故[じこ]の 時[とき]も 冷静[れいせい]だった。	He stayed composed even during the accident.	少[すこ]し 冷静[れいせい]になって 考[かんが]えよう。	Let us calm down a bit and think.	冷静な＋N／冷静に＋V／冷静になる	冷静になる = calm down. 冷 (cold) + 静 (quiet). Opposite: 慌てる (batch2), 興奮する.	N3 batch4 day21 adj
慎重	517	慎重[しんちょう]	しんちょう	adj	na-adjective	careful; cautious; prudent	सावधान; होसियार	大[おお]きな 決断[けつだん]は 慎重[しんちょう]にした 方[ほう]がいい。	Big decisions should be made carefully.	彼[かれ]は 慎重[しんちょう]な 性格[せいかく]で、めったに 失敗[しっぱい]しない。	He has a cautious nature and rarely fails.	初[はじ]めての 道[みち]なので、 慎重[しんちょう]に 運転[うんてん]した。	It was an unfamiliar road, so I drove carefully.	慎重な＋N／慎重に＋V	Homophone: 慎重 (しんちょう, cautious) vs 身長 (しんちょう, height)! Opposite: 大胆 (bold).	N3 batch4 day21 adj
微妙	518	微妙[びみょう]	びみょう	adj	na-adjective	subtle; delicate; iffy; so-so	सूक्ष्म; अलिअलि; ठ्याक्कै नभनिने	二[ふた]つの 色[いろ]の 違[ちが]いは 微妙[びみょう]で、 分[わ]かりにくい。	The difference between the two colors is subtle and hard to tell.	「 味[あじ]どう？」「うーん、 微妙[びみょう]…」	How's the taste? — Hmm, kind of meh...	合格[ごうかく]できるかどうかは 微妙[びみょう]なところだ。	Whether I can pass is a delicate matter.	微妙な＋N／微妙だ	Two lives: 'subtle/delicate' (formal) and slang 'meh/iffy' (微妙 = not great). Very common modern spoken word.	N3 batch4 day21 adj
特殊	519	特殊[とくしゅ]	とくしゅ	adj	na-adjective	special; peculiar; unique	विशेष; विशिष्ट	これは 特殊[とくしゅ]な 技術[ぎじゅつ]が 必要[ひつよう]な 仕事[しごと]だ。	This is a job that requires special skills.	その 事情[じじょう]はかなり 特殊[とくしゅ]なケースだ。	Those circumstances are quite a special case.	特殊[とくしゅ]な 機械[きかい]を 使[つか]って 検査[けんさ]する。	We inspect using specialized machinery.	特殊な＋N	特殊 = special/peculiar (unusual); 特別 = special (as in distinct/exceptional treatment). 特殊 leans 'atypical'.	N3 batch4 day21 adj
独特	520	独特[どくとく]	どくとく	adj	na-adjective / noun	unique; distinctive	अद्वितीय; आफ्नै किसिमको	この 料理[りょうり]には 独特[どくとく]の 香[かお]りがある。	This dish has a distinctive aroma.	彼[かれ]の 話[はな]し 方[かた]は 独特[どくとく]だ。	His way of speaking is one of a kind.	その 作家[さっか]は 独特[どくとく]の 世界[せかい]を 持[も]っている。	That author has a world all their own.	独特の＋N／独特な＋N	独特 = distinctive/one-of-a-kind (often positive/neutral). 独特の香り = a characteristic smell.	N3 batch4 day21 adj
余計	521	余計[よけい]	よけい	adj	na-adjective / adverb	unnecessary; excessive; all the more	बढ्ता; अनावश्यक	余計[よけい]なことを 言[い]って、 彼[かれ]を 怒[おこ]らせてしまった。	I said something uncalled-for and made him angry.	手伝[てつだ]うつもりが、かえって 余計[よけい]な 仕事[しごと]を 増[ふ]やした。	I meant to help, but instead I created extra work.	止[と]められると、 余計[よけい]にやりたくなる。	When I am stopped, I want to do it all the more.	余計な＋N／余計に＋adj	余計なお世話 = none of your business. 余計に = even more (intensifier). Compare 余分 (surplus).	N3 batch4 day21 adj
快適	522	快適[かいてき]	かいてき	adj	na-adjective	comfortable; pleasant	आरामदायी; सुखद	新[あたら]しいベッドのおかげで、 快適[かいてき]に 眠[ねむ]れる。	Thanks to the new bed, I can sleep comfortably.	エアコンのきいた 部屋[へや]は 快適[かいてき]だ。	An air-conditioned room is comfortable.	快適[かいてき]な 生活[せいかつ]のために、 少[すこ]し 掃除[そうじ]をしよう。	For a comfortable life, let us do a bit of cleaning.	快適な＋N／快適に＋V	快適 = comfortable/pleasant (environment). 楽 (らく) = easy/comfortable (effort); different nuance.	N3 batch4 day21 adj
見事	523	見事[みごと]	みごと	adj	na-adjective / adverb	splendid; magnificent; masterful	उत्कृष्ट; प्रशंसनीय	彼[かれ]は 見事[みごと]に 試験[しけん]に 合格[ごうかく]した。	He passed the exam splendidly.	庭[にわ]の 桜[さくら]が 見事[みごと]に 咲[さ]いている。	The cherry blossoms in the garden are in magnificent bloom.	見事[みごと]な 料理[りょうり]に、みんな 驚[おどろ]いた。	Everyone was amazed at the masterful cooking.	見事な＋N／見事に＋V	見事に = brilliantly/completely (見事に失敗 = failed spectacularly, ironic use exists too).	N3 batch4 day21 adj
有効	524	有効[ゆうこう]	ゆうこう	adj	na-adjective	valid; effective	मान्य; प्रभावकारी	このチケットは 三日[みっか] 間[かん] 有効[ゆうこう]です。	This ticket is valid for three days.	時間[じかん]を 有効[ゆうこう]に 使[つか]いたい。	I want to use my time effectively.	その 方法[ほうほう]は 問題[もんだい] 解決[かいけつ]に 有効[ゆうこう]だった。	That method was effective in solving the problem.	有効な＋N／有効に＋V／有効期限	有効期限 = expiration/validity date. Opposite: 無効 (invalid). 有効に使う = use effectively.	N3 batch4 day21 adj
消極的	525	消極的[しょうきょくてき]	しょうきょくてき	adj	na-adjective	passive; reluctant; unenthusiastic	निष्क्रिय; अनिच्छुक	彼[かれ]は 新[あたら]しいことに 消極的[しょうきょくてき]だ。	He is reluctant about new things.	会議[かいぎ]で 消極的[しょうきょくてき]な 態度[たいど]を 取[と]ってしまった。	I took a passive attitude in the meeting.	消極的[しょうきょくてき]になりすぎず、 挑戦[ちょうせん]してみよう。	Let us not get too passive and give it a try.	消極的な＋N／消極的になる	Opposite: 積極的 (batch2, proactive). 消 (extinguish) → holding back. Pairs directly with 積極的.	N3 batch4 day21 adj
基本的	526	基本的[きほんてき]	きほんてき	adj	na-adjective	basic; fundamental; basically	आधारभूत; मूलतः	基本的[きほんてき]な 使[つか]い 方[かた]は 説明書[せつめいしょ]に 書[か]いてある。	The basic usage is written in the manual.	基本的[きほんてき]に、 週末[しゅうまつ]は 家[いえ]にいます。	Basically, I stay home on weekends.	この 問題[もんだい]は 基本的[きほんてき]な 知識[ちしき]があれば 解[と]ける。	This problem can be solved with basic knowledge.	基本的な＋N／基本的に	基本的に = basically/as a rule (extremely common hedge). From 基本 (day18).	N3 batch4 day22 adj
効果的	527	効果的[こうかてき]	こうかてき	adj	na-adjective	effective	प्रभावकारी	単語[たんご]は 例文[れいぶん]と 一緒[いっしょ]に 覚[おぼ]えると 効果的[こうかてき]だ。	It is effective to learn words together with example sentences.	運動[うんどう]は ストレス 解消[かいしょう]に 効果的[こうかてき]だ。	Exercise is effective for relieving stress.	時間[じかん]を 効果的[こうかてき]に 使[つか]う 工夫[くふう]をしている。	I devise ways to use time effectively.	Aに効果的／効果的な＋N	From 効果 (batch1). 効果的 = effective; 有効 = valid/effective (overlaps, 有効 also = valid).	N3 batch4 day22 adj
理想的	528	理想的[りそうてき]	りそうてき	adj	na-adjective	ideal	आदर्श	駅[えき]に 近[ちか]くて 静[しず]かな、 理想的[りそうてき]な 部屋[へや]が 見[み]つかった。	I found an ideal room — near the station and quiet.	毎日[まいにち] 少[すこ]しずつ 勉強[べんきょう]するのが 理想的[りそうてき]だ。	Studying a little every day is ideal.	理想的[りそうてき]な 環境[かんきょう]がいつもあるとは 限[かぎ]らない。	Ideal conditions are not always available.	理想的な＋N	From 理想 (day18). 理想的 = ideal (adjective); 現実的 = realistic (next-ish).	N3 batch4 day22 adj
現実的	529	現実的[げんじつてき]	げんじつてき	adj	na-adjective	realistic; practical	व्यावहारिक; यथार्थपरक	その 計画[けいかく]は 現実的[げんじつてき]ではない。	That plan is not realistic.	もっと 現実的[げんじつてき]に 考[かんが]えた 方[ほう]がいい。	You had better think more realistically.	限[かぎ]られた 時間[じかん]で、 現実的[げんじつてき]な 目標[もくてき]を 立[た]てよう。	With limited time, let us set realistic goals.	現実的な＋N／現実的に＋V	From 現実 (day17). Opposite: 理想的. 現実的に考える = be realistic.	N3 batch4 day22 adj
個人的	530	個人的[こじんてき]	こじんてき	adj	na-adjective	personal; private (one's own view)	व्यक्तिगत	個人的[こじんてき]には、この 案[あん]に 賛成[さんせい]だ。	Personally, I am in favor of this proposal.	それは 個人的[こじんてき]な 問題[もんだい]なので、ここでは 話[はな]せません。	That is a personal matter, so I cannot discuss it here.	個人的[こじんてき]な 意見[いけん]ですが、 聞[き]いてもらえますか。	It is just my personal opinion, but may I share it?	個人的に／個人的な＋N	個人的に = personally (softens an opinion). From 個人 (individual).	N3 batch4 day22 adj
間接的	531	間接的[かんせつてき]	かんせつてき	adj	na-adjective	indirect	अप्रत्यक्ष	その 出来事[できごと]は 私[わたし]にも 間接的[かんせつてき]に 影響[えいきょう]した。	That event affected me indirectly too.	彼[かれ]は 間接的[かんせつてき]な 言[い]い 方[かた]で 断[ことわ]った。	He declined in an indirect way.	間接的[かんせつてき]に 聞[き]いた 話[はなし]なので、 確[たし]かではない。	I heard it indirectly, so it is not certain.	間接的に／間接的な＋N	Opposite: 直接 (batch1) / 直接的. 間接的に影響する = affect indirectly.	N3 batch4 day22 adj
印象的	532	印象的[いんしょうてき]	いんしょうてき	adj	na-adjective	impressive; memorable	प्रभावशाली; सम्झनलायक	映画[えいが]の 最後[さいご]のシーンがとても 印象的[いんしょうてき]だった。	The final scene of the film was very memorable.	彼女[かのじょ]の 笑顔[えがお]が 印象的[いんしょうてき]で、 忘[わす]れられない。	Her smile was striking and unforgettable.	印象的[いんしょうてき]な 言葉[ことば]を 手帳[てちょう]に 書[か]き 留[と]めた。	I jotted down a memorable phrase in my notebook.	印象的な＋N	From 印象 (batch1). 印象的 = leaving a strong impression.	N3 batch4 day22 adj
主要	533	主要[しゅよう]	しゅよう	adj	na-adjective	main; major; principal	मुख्य; प्रमुख	この 町[まち]の 主要[しゅよう]な 産業[さんぎょう]は 漁業[ぎょぎょう]だ。	This town's main industry is fishing.	会議[かいぎ]の 主要[しゅよう]なメンバーが 集[あつ]まった。	The key members of the meeting gathered.	主要[しゅよう]な 駅[えき]には 案内[あんない] 所[じょ]がある。	Major stations have information desks.	主要な＋N	主要な = main/principal (formal, before nouns). 主に (batch2) is the adverb 'mainly'.	N3 batch4 day22 adj
明確	534	明確[めいかく]	めいかく	adj	na-adjective	clear; definite; explicit	स्पष्ट; प्रस्ट	目標[もくてき]を 明確[めいかく]にすると、 行動[こうどう]しやすい。	Making your goal explicit makes it easier to act.	彼[かれ]は 質問[しつもん]に 明確[めいかく]に 答[こた]えた。	He answered the question clearly.	責任[せきにん]の 範囲[はんい]を 明確[めいかく]にしておくべきだ。	We should make the scope of responsibility clear.	明確な＋N／明確に＋V／明確にする	明確にする = clarify/make explicit. 明らか (batch3) = obvious; 明確 = clearly defined.	N3 batch4 day22 adj
余分	535	余分[よぶん]	よぶん	adj	na-adjective / noun	extra; surplus; spare	बढी; अतिरिक्त	余分[よぶん]な 荷物[にもつ]は 持[も]って 行[い]かない 方[ほう]がいい。	It is better not to bring extra luggage.	念[ねん]のため、 余分[よぶん]に 買[か]っておいた。	Just in case, I bought some extra.	余分[よぶん]なお 金[かね]は 使[つか]わないようにしている。	I try not to spend surplus money.	余分な＋N／余分に＋V	余分 = extra/spare (neutral surplus). 余計 (521) = excess (often unwanted/uncalled-for).	N3 batch4 day22 adj
たっぷり	536	たっぷり	たっぷり	adv	adverb	plenty; fully; a lot	प्रशस्त; भरपूर	野菜[やさい]をたっぷり 入[い]れたスープを 作[つく]った。	I made a soup with plenty of vegetables.	今日[きょう]は 時間[じかん]がたっぷりある。	I have plenty of time today.	疲[つか]れたときは、たっぷり 寝[ね]るのが 一番[いちばん]だ。	When you are tired, sleeping plenty is best.	たっぷり＋V／N＋たっぷり	たっぷり = generously/plenty (positive abundance). 愛情たっぷり = full of love.	N3 batch4 day22 adv
ぎりぎり	537	ぎりぎり	ぎりぎり	adv	adverb / na-adjective	just barely; at the last moment	बल्लबल्ल; ठीक अन्तिम समयमा	ぎりぎり 終電[しゅうでん]に 間[ま]に 合[あ]った。	I made the last train just barely.	提出[ていしゅつ] 期限[きげん]ぎりぎりまで 直[なお]していた。	I was revising until the very last minute of the deadline.	点数[てんすう]はぎりぎりだったが、 何[なん]とか 合格[ごうかく]した。	My score was borderline, but I somehow passed.	ぎりぎり＋V／ぎりぎりまで	Just barely (time, amount, pass/fail). ぎりぎりまで = up to the last moment.	N3 batch4 day22 adv
めったに	538	めったに	めったに	adv	adverb	rarely; seldom (+ negative)	विरलै (…छैन)	こんなチャンスはめったにない。	A chance like this rarely comes.	彼[かれ]はめったに 怒[おこ]らない。	He seldom gets angry.	この 電車[でんしゃ]はめったに 遅[おく]れない。	This train is rarely late.	めったに〜ない	ALWAYS with negative. めったにない = rare/precious. Joins the negative-pairing set: 決して, 必ずしも, ちっとも (earlier batches).	N3 batch4 day22 adv
頻繁	539	頻繁[ひんぱん]	ひんぱん	adj	na-adjective	frequent; frequently (with に)	बारम्बार; धेरै पटक	最近[さいきん]、 彼[かれ]とは 頻繁[ひんぱん]に 連絡[れんらく]を 取[と]っている。	Lately I have been in frequent contact with him.	この 路線[ろせん]はバスが 頻繁[ひんぱん]に 来[く]る。	On this route the buses come frequently.	頻繁[ひんぱん]なシステムの 更新[こうしん]が 面倒[めんどう]だ。	The frequent system updates are a hassle.	頻繁に＋V／頻繁な＋N	頻繁に = frequently (formal よく). Reading ひんぱん. Kanji 頻 is hard — recognize by reading.	N3 batch4 day22 adj
徐々に	540	徐々[じょじょ]に	じょじょに	adv	adverb	gradually; little by little	बिस्तारै; क्रमशः	薬[くすり]が 効[き]いて、 痛[いた]みが 徐々[じょじょ]に 消[き]えた。	The medicine took effect and the pain gradually faded.	新[あたら]しい 仕事[しごと]にも 徐々[じょじょ]に 慣[な]れてきた。	I have gradually gotten used to the new job.	気温[きおん]が 徐々[じょじょ]に 上[あ]がっている。	The temperature is rising little by little.	徐々に＋V	徐々に = gradually (written). Near-synonym of 次第に (batch3), だんだん (spoken).	N3 batch4 day22 adv
一気に	541	一気[いっき]に	いっきに	adv	adverb	in one go; all at once; rapidly	एकैचोटि; एकै सासमा	喉[のど]が 渇[かわ]いていて、 水[みず]を 一気[いっき]に 飲[の]んだ。	I was thirsty and drank the water all in one go.	残[のこ]りの 仕事[しごと]を 一気[いっき]に 片付[かたづ]けた。	I cleared the rest of the work all at once.	気温[きおん]が 一気[いっき]に 下[さ]がった。	The temperature dropped sharply all at once.	一気に＋V	In one burst (no pause). 徐々に is the opposite pace. 一気飲み = downing a drink in one go.	N3 batch4 day22 adv
次々	542	次々[つぎつぎ]	つぎつぎ	adv	adverb	one after another; in succession	एकपछि अर्को; लगातार	新[あたら]しい 問題[もんだい]が 次々[つぎつぎ]と 出[で]てくる。	New problems keep coming up one after another.	店[みせ]の 前[まえ]に 客[きゃく]が 次々[つぎつぎ] 並[なら]んだ。	Customers lined up in front of the shop one after another.	彼[かれ]は アイデアを 次々[つぎつぎ]に 出[だ]した。	He produced ideas one after another.	次々（と／に）＋V	次々と = in rapid succession. Often 次々と or 次々に. Reading つぎつぎ.	N3 batch4 day22 adv
いきなり	543	いきなり	いきなり	adv	adverb	suddenly; abruptly; without warning	अचानक; एक्कासि	いきなり 名前[なまえ]を 呼[よ]ばれて、びっくりした。	I was startled when my name was suddenly called.	準備[じゅんび]もなく、いきなり 本番[ほんばん]が 始[はじ]まった。	With no preparation, the real thing abruptly began.	いきなり 難[むずか]しい 問題[もんだい]をやるより、 基本[きほん]からやろう。	Rather than jumping straight to hard problems, let us start from the basics.	いきなり＋V	いきなり = abruptly/without lead-up (emphasizes no warning). 突然 (batch1) = suddenly (more neutral).	N3 batch4 day22 adv
やがて	544	やがて	やがて	adv	adverb	before long; eventually; soon	केही बेरमा; अन्ततः	泣[な]いていた 赤[あか]ちゃんも、やがて 眠[ねむ]った。	The crying baby, too, fell asleep before long.	努力[どりょく]を 続[つづ]ければ、やがて 結果[けっか]が 出[で]る。	If you keep making an effort, results will come eventually.	その 店[みせ]も、やがて 人気[にんき]になった。	That shop, too, became popular before long.	やがて＋V	やがて = before long/eventually (written, literary). そのうち is the casual version.	N3 batch4 day22 adv
いったん	545	いったん	いったん	adv	adverb	once; for the time being; temporarily	एकपटक; अहिलेलाई	いったん 家[いえ]に 帰[かえ]ってから、もう 一度[いちど] 出[で]かける。	I will go home once, then head out again.	作業[さぎょう]をいったん 止[と]めて、 休憩[きゅうけい]しよう。	Let us stop the work for now and take a break.	いったん 決[き]めたことは、 最後[さいご]までやる。	Once I have decided something, I see it through to the end.	いったん〜（たら／ば）	いったん〜たら = once you ~ (N3 grammar). Often written 一旦. Temporary pause or a decisive 'once'.	N3 batch4 day22 adv
さらに	546	さらに	さらに	adv	adverb / conjunction	furthermore; even more; in addition	अझ बढी; थप	雨[あめ]に 加[くわ]えて、さらに 風[かぜ]も 強[つよ]くなってきた。	On top of the rain, the wind has grown even stronger.	この 薬[くすり]を 飲[の]むと、さらに 眠[ねむ]くなる。	Taking this medicine makes me even sleepier.	詳[くわ]しい 情報[じょうほう]については、さらに 調[しら]べる 必要[ひつよう]がある。	As for detailed information, we need to look into it further.	さらに＋adj／V	さらに = furthermore / even more (adds on). もっと is the casual 'more'. 加える (batch2) is related.	N3 batch4 day22 adv
しかも	547	しかも	しかも	adv	conjunction	moreover; and what's more; on top of that	त्यसमाथि; अनि झन्	この 店[みせ]は 安[やす]くて、しかもおいしい。	This shop is cheap, and what's more, delicious.	彼[かれ]は 仕事[しごと]が 速[はや]い。しかも 正確[せいかく]だ。	He works fast. On top of that, he is accurate.	遅刻[ちこく]して、しかも 資料[しりょう]まで 忘[わす]れた。	I was late, and to make things worse, forgot the documents too.	文＋しかも＋文	しかも = and moreover (adds a same-direction point). Can be good or bad piling-on.	N3 batch4 day22 adv
むしろ	548	むしろ	むしろ	adv	adverb	rather; if anything; instead	बरु; उल्टै	手伝[てつだ]ってもらうと、むしろ 時間[じかん]がかかる。	If they help, it takes more time, if anything.	彼[かれ]は 怒[おこ]るどころか、むしろ 喜[よろこ]んでいた。	Far from being angry, he was, if anything, pleased.	都会[とかい]より、むしろ 田舎[いなか]で 暮[く]らしたい。	Rather than the city, I would prefer to live in the countryside.	AよりむしろB／むしろ〜だ	むしろ = rather/if anything (corrects an expectation). Often with 〜より or 〜どころか.	N3 batch4 day22 adv
一体	549	一体[いったい]	いったい	adv	adverb	(what/why) on earth; the heck (emphasis in questions)	आखिर; के हो …त	一体[いったい] 何[なに]が 起[お]きたんですか。	What on earth happened?	こんな 時間[じかん]に、 一体[いったい] 誰[だれ]が 来[き]たんだろう。	Who on earth could be here at this hour?	一体[いったい]どうすればいいのか、 分[わ]からない。	I have no idea what the heck I should do.	一体＋question word	Emphasizes a question (何/誰/どこ/なぜ). Reading いったい. Homograph 一体 = one body/united (different use).	N3 batch4 day22 adv
たとえ	550	たとえ	たとえ	adv	adverb	even if; no matter (paired with ても)	भए पनि; जेसुकै भए पनि	たとえ 失敗[しっぱい]しても、 挑戦[ちょうせん]した 経験[けいけん]は 残[のこ]る。	Even if I fail, the experience of trying remains.	たとえ 雨[あめ]が 降[ふ]っても、 試合[しあい]は 行[おこな]われる。	Even if it rains, the match will be held.	たとえ どんなに 忙[いそが]しくても、 食事[しょくじ]は 大切[たいせつ]にしたい。	No matter how busy I am, I want to value my meals.	たとえ〜ても	ALWAYS pairs with 〜ても (N3 grammar): たとえ〜ても = even if. Signals the ても before it arrives. Often kana.	N3 batch4 day22 adv
