#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
生産	207	生産[せいさん]	せいさん	noun	noun / suru-verb	production	उत्पादन	この 工場[こうじょう]では 車[くるま]を 生産[せいさん]している。	This factory produces cars.	米[こめ]の 生産量[せいさんりょう]が 減[へ]っている。	Rice production volume is decreasing.	生産[せいさん]コストを 下[さ]げる 必要[ひつよう]がある。	We need to lower production costs.	Aを生産する／生産量／大量生産	Pair: 生産 ↔ 消費. 国産 = domestically produced.	N3 batch2 day9 noun
消費	208	消費[しょうひ]	しょうひ	noun	noun / suru-verb	consumption	उपभोग; खपत	若者[わかもの]の 消費[しょうひ]が 減[へ]っているそうだ。	They say young people's consumption is falling.	この 車[くるま]はガソリンの 消費[しょうひ]が 少[すく]ない。	This car consumes little gasoline.	消費税[しょうひぜい]が 上[あ]がると、 生活[せいかつ]が 苦[くる]しくなる。	When the consumption tax rises, life gets harder.	Aを消費する／消費者／消費税	消費者 = consumer; 消費期限 = use-by date (on food).	N3 batch2 day9 noun
販売	209	販売[はんばい]	はんばい	noun	noun / suru-verb	sales; selling	बिक्री	この 商品[しょうひん]はコンビニでも 販売[はんばい]されている。	This product is also sold at convenience stores.	チケットの 販売[はんばい]は 明日[あした]から 始[はじ]まります。	Ticket sales start tomorrow.	インターネット 販売[はんばい]が 増[ふ]えている。	Online sales are increasing.	Aを販売する／販売中／発売	販売 = selling (activity); 発売 = release of a product. Both on signs everywhere.	N3 batch2 day9 noun
募集	210	募集[ぼしゅう]	ぼしゅう	noun	noun / suru-verb	recruitment; wanted	भर्ना; आवेदन आह्वान	あの 店[みせ]はアルバイトを 募集[ぼしゅう]している。	That shop is recruiting part-timers.	参加者[さんかしゃ]を 募集[ぼしゅう] 中[ちゅう]です。	We are currently recruiting participants.	意見[いけん]を 募集[ぼしゅう]します。	We invite your opinions.	Aを募集する／募集中	スタッフ募集 signs on every shop. Pair with 応募.	N3 batch2 day9 noun
応募	211	応募[おうぼ]	おうぼ	noun	noun / suru-verb	application (in response to recruitment)	आवेदन (दिनु)	その 仕事[しごと]に 応募[おうぼ]することにした。	I decided to apply for that job.	コンテストに 応募[おうぼ]した 作品[さくひん]が 選[えら]ばれた。	The piece I entered in the contest was selected.	応募者[おうぼしゃ]が 多[おお]くて、 競争[きょうそう]が 激[はげ]しい。	There are many applicants and competition is fierce.	Aに応募する／応募者・応募資格	募集 (they recruit) ↔ 応募 (you apply). 申し込む = general sign-up.	N3 batch2 day9 noun
面接	212	面接[めんせつ]	めんせつ	noun	noun / suru-verb	interview (job)	अन्तर्वार्ता	明日[あした]、 会社[かいしゃ]の 面接[めんせつ]を 受[う]ける。	Tomorrow I have a job interview.	面接[めんせつ]では 自分[じぶん]の 経験[けいけん]をしっかり 伝[つた]えよう。	In the interview, communicate your experience well.	面接官[めんせつかん]の 質問[しつもん]に 落[お]ち 着[つ]いて 答[こた]えた。	I answered the interviewer's questions calmly.	面接を受ける／面接官	面接を受ける = take an interview. インタビュー = media interview.	N3 batch2 day9 noun
禁止	213	禁止[きんし]	きんし	noun	noun / suru-verb	prohibition	निषेध; मनाही	ここは 駐車[ちゅうしゃ] 禁止[きんし]です。	Parking is prohibited here.	館内[かんない]では 写真[しゃしん] 撮影[さつえい]が 禁止[きんし]されている。	Photography is prohibited inside the building.	医者[いしゃ]にお 酒[さけ]を 禁止[きんし]された。	The doctor forbade me alcohol.	Aを禁止する／〜禁止（立入禁止・駐車禁止）	Sign language of Japan: 立入禁止 = no entry, 使用禁止 = do not use.	N3 batch2 day9 noun
許可	214	許可[きょか]	きょか	noun	noun / suru-verb	permission	अनुमति	上司[じょうし]の 許可[きょか]をもらってから 進[すす]めます。	I will proceed after getting my boss's permission.	ここに 入[はい]るには 許可[きょか]が 必要[ひつよう]です。	You need permission to enter here.	写真[しゃしん] 撮影[さつえい]は 許可[きょか]されています。	Photography is permitted.	Aを許可する／許可をもらう・取る	Opposite of 禁止. 許す (ゆるす) = forgive/permit (verb).	N3 batch2 day9 noun
不足	215	不足[ふそく]	ふそく	noun	noun / suru-verb	shortage; lack	कमी; अभाव	睡眠[すいみん] 不足[ぶそく]で 頭[あたま]が 働[はたら]かない。	My head is not working due to lack of sleep.	人手[ひとで]が 不足[ふそく]している。	We are short-handed.	説明[せつめい] 不足[ぶそく]で 誤解[ごかい]が 生[う]まれた。	A lack of explanation created a misunderstanding.	Aが不足する／N＋不足（睡眠不足・運動不足）	N＋不足 pattern everywhere: 寝不足, 運動不足, 人手不足. In compounds often read ぶそく.	N3 batch2 day9 noun
余裕	216	余裕[よゆう]	よゆう	noun	noun	leeway; room; composure	फुर्सद; ठाउँ; सहजता	時間[じかん]に 余裕[よゆう]を 持[も]って 出発[しゅっぱつ]しよう。	Let us leave with time to spare.	今月[こんげつ]はお 金[かね]に 余裕[よゆう]がない。	I have no financial leeway this month.	彼[かれ]は 忙[いそが]しいのに 余裕[よゆう]がありそうに 見[み]える。	Even though he is busy, he looks composed.	〜に余裕がある・ない／余裕を持って	Time, money, mental room — all 余裕. Spoken: 余裕！ = Easy!	N3 batch2 day9 noun
最中	217	最中[さいちゅう]	さいちゅう	noun	noun	in the middle of	…कै बीचमा	食事[しょくじ]の 最中[さいちゅう]に 電話[でんわ]が 鳴[な]った。	The phone rang right in the middle of the meal.	会議[かいぎ]の 最中[さいちゅう]ですから、 後[あと]でかけ 直[なお]します。	We are in the middle of a meeting, so I will call back later.	試合[しあい]の 最中[さいちゅう]に 雨[あめ]が 降[ふ]り 出[だ]した。	It started raining in the middle of the match.	〜の最中に／V-ている最中に	N3 grammar point: 〜最中に = right in the middle (often interrupted). Reading さいちゅう.	N3 batch2 day9 noun
当日	218	当日[とうじつ]	とうじつ	noun	noun	the day (of the event)	त्यही दिन (कार्यक्रमको दिन)	試験[しけん] 当日[とうじつ]は、 早[はや]めに 会場[かいじょう]に 行[い]きましょう。	On exam day, go to the venue early.	当日券[とうじつけん]は 販売[はんばい]しません。	Same-day tickets will not be sold.	詳[くわ]しいことは 当日[とうじつ]、お 知[し]らせします。	Details will be announced on the day.	N＋当日／当日券	Listening-section regular (event announcements). 前日 = day before; 翌日 = day after.	N3 batch2 day9 noun
喜ぶ	219	喜[よろこ]ぶ	よろこぶ	verb	v5 intransitive	to be glad; to be delighted	खुसी हुनु; रमाउनु	合格[ごうかく]の 知[し]らせを 聞[き]いて、 家族[かぞく]は 喜[よろこ]んだ。	Hearing the news of my passing, my family was delighted.	プレゼントをあげたら、とても 喜[よろこ]んでくれた。	When I gave the present, they were really pleased.	喜[よろこ]んでお 手伝[てつだ]いします。	I would be glad to help.	Aを／Aに喜ぶ／喜んで＋V	喜んで〜します = gladly (polite acceptance). Noun: 喜び.	N3 batch2 day9 verb
必ずしも	220	必[かなら]ずしも	かならずしも	adv	adverb	not necessarily (with negative)	सधैँ …हुन्छ भन्ने छैन	高[たか]い 物[もの]が 必[かなら]ずしも 良[よ]いとは 限[かぎ]らない。	Expensive things are not necessarily good.	努力[どりょく]が 必[かなら]ずしも 成功[せいこう]につながるわけではない。	Effort does not necessarily lead to success.	その 方法[ほうほう]が 必[かなら]ずしも 正[ただ]しいとは 言[い]えない。	You cannot say that method is necessarily right.	必ずしも〜とは限らない／〜わけではない	Always with a negative pattern. Grammar and vocab sections both test it.	N3 batch2 day9 adv
決して	221	決[けっ]して	けっして	adv	adverb	never; by no means (with negative)	कदापि (…गर्दिन)	決[けっ]して 嘘[うそ]をつかないでください。	Never tell lies.	この 恩[おん]は 決[けっ]して 忘[わす]れません。	I will never forget this kindness.	決[けっ]して 簡単[かんたん]な 試験[しけん]ではないが、 合格[ごうかく]できる。	It is by no means an easy exam, but you can pass.	決して〜ない	Always with a negative. Stronger than 絶対に in written tone.	N3 batch2 day9 adv
全く	222	全[まった]く	まったく	adv	adverb	completely; (not) at all	पूरै; बिल्कुल	彼[かれ]の 言[い]っていることが 全[まった]く 分[わ]からない。	I do not understand what he is saying at all.	二人[ふたり]の 意見[いけん]は 全[まった]く 同[おな]じだった。	The two's opinions were exactly the same.	全[まった]くその 通[とお]りです。	That is exactly right.	全く〜ない／全く＋adj	With negative = not at all; positive = utterly. Spoken sigh: まったく… = honestly...	N3 batch2 day9 adv
しばらく	223	しばらく	しばらく	adv	adverb	for a while	केही समय; एकछिन	しばらくお 待[ま]ちください。	Please wait a moment.	しばらく 会[あ]わないうちに、 彼[かれ]は 大人[おとな]っぽくなった。	In the while we did not meet, he became more grown-up.	しばらく 日本[にほん]を 離[はな]れることになりました。	I will be away from Japan for a while.	しばらく＋V／しばらくの間	しばらくですね = it has been a while. Kana only.	N3 batch2 day9 adv
わざわざ	224	わざわざ	わざわざ	adv	adverb	going out of one's way; specially	जानाजान कष्ट गरेर	わざわざ 駅[えき]まで 迎[むか]えに 来[き]てくれてありがとう。	Thanks for going out of your way to meet me at the station.	わざわざ 買[か]いに 行[い]かなくても、ネットで 注文[ちゅうもん]できるよ。	You do not have to make a special trip — you can order online.	遠[とお]い 所[ところ]をわざわざお 越[こ]しいただき、ありがとうございます。	Thank you for coming all this way.	わざわざ＋V（てくれる／なくてもいい）	Gratitude or no-need-to-bother. わざと = on purpose (deliberate) — different!	N3 batch2 day9 adv
随分	225	随分[ずいぶん]	ずいぶん	adv	adverb	very; considerably	निकै; धेरै	随分[ずいぶん] 日本語[にほんご]が 上手[じょうず]になりましたね。	Your Japanese has gotten a lot better.	今日[きょう]は 随分[ずいぶん] 暖[あたた]かい。	It is considerably warm today.	随分[ずいぶん] 待[ま]ちましたか。	Did you wait long?	随分＋adj／V	Often written ずいぶん. Feels like more than expected. かなり is more objective.	N3 batch2 day9 adv
貧しい	226	貧[まず]しい	まずしい	adj	i-adjective	poor	गरिब	彼[かれ]は 貧[まず]しい 家庭[かてい]に 生[う]まれた。	He was born into a poor family.	貧[まず]しい 国[くに]への 支援[しえん]が 必要[ひつよう]だ。	Support for poor countries is needed.	心[こころ]まで 貧[まず]しくなってはいけない。	You must not become poor in spirit as well.	貧しい＋N／Aが貧しい	Opposite: 豊か. 貧乏 (びんぼう) is the casual noun/na-adjective.	N3 batch2 day10 adj
豊か	227	豊[ゆた]か	ゆたか	adj	na-adjective	rich; abundant	समृद्ध; प्रशस्त	自然[しぜん]が 豊[ゆた]かな 町[まち]に 住[す]みたい。	I want to live in a town rich in nature.	彼[かれ]は 経験[けいけん]が 豊[ゆた]かだ。	He is rich in experience.	読書[どくしょ]は 心[こころ]を 豊[ゆた]かにする。	Reading enriches the mind.	Aが豊かだ／豊かな＋N（自然・経験・心）	豊富 (ほうふ) = abundant (supply/knowledge) is the harder cousin.	N3 batch2 day10 adj
親しい	228	親[した]しい	したしい	adj	i-adjective	close; intimate	घनिष्ठ; नजिकको	彼[かれ]とは 高校[こうこう] 時代[じだい]から 親[した]しい。	He and I have been close since high school.	親[した]しい 友人[ゆうじん]だけを 結婚式[けっこんしき]に 呼[よ]んだ。	We invited only close friends to the wedding.	二人[ふたり]は 親[した]しくなった。	The two became close.	Aと親しい／親しい＋N／親しくなる	親 kanji but not family — closeness. 仲がいい is the spoken version.	N3 batch2 day10 adj
珍しい	229	珍[めずら]しい	めずらしい	adj	i-adjective	rare; unusual	दुर्लभ; अनौठो	今日[きょう]は 珍[めずら]しく 早[はや]く 起[お]きた。	Unusually for me, I got up early today.	この 鳥[とり]は 日本[にほん]では 珍[めずら]しい。	This bird is rare in Japan.	珍[めずら]しい 名前[なまえ]ですね。	That is an unusual name.	珍しい＋N／珍しく＋V	珍しく = uncharacteristically.	N3 batch2 day10 adj
怪しい	230	怪[あや]しい	あやしい	adj	i-adjective	suspicious; doubtful	शंकास्पद	家[いえ]の 前[まえ]に 怪[あや]しい 人[ひと]が 立[た]っている。	A suspicious person is standing in front of the house.	その 話[はなし]はどうも 怪[あや]しい。	That story is somehow fishy.	明日[あした]の 天気[てんき]は 怪[あや]しい。	Tomorrow's weather looks iffy.	怪しい＋N／Aが怪しい	People, stories, weather, memory — all can be 怪しい. 怪しいメール = phishing.	N3 batch2 day10 adj
悔しい	231	悔[くや]しい	くやしい	adj	i-adjective	frustrating; vexing (after losing)	रिस उठ्दो; चित्त दुख्ने (हारेर)	一点[いってん] 差[さ]で 負[ま]けて、とても 悔[くや]しい。	We lost by one point — so frustrating.	悔[くや]しかったら、もっと 練習[れんしゅう]しなさい。	If you are frustrated, practice more.	あと 少[すこ]しで 合格[ごうかく]だったのに、 悔[くや]しい。	I was so close to passing — how vexing.	Aが悔しい／悔しい思いをする	The sports-loss emotion; no clean English equivalent. Post-game interviews: 悔しいです！	N3 batch2 day10 adj
懐かしい	232	懐[なつ]かしい	なつかしい	adj	i-adjective	nostalgic; dear (past)	याद आउने; प्यारो (पुरानो)	この 歌[うた]を 聞[き]くと、 学生[がくせい] 時代[じだい]が 懐[なつ]かしい。	Hearing this song makes me nostalgic for my student days.	懐[なつ]かしい 味[あじ]がする。	It has a nostalgic taste.	故郷[ふるさと]の 景色[けしき]が 懐[なつ]かしい。	I miss the scenery of my hometown.	Aが懐かしい／懐かしい＋N	Feeling toward the past. 懐かしい！ = spoken That takes me back!	N3 batch2 day10 adj
大人しい	233	大人[おとな]しい	おとなしい	adj	i-adjective	quiet; gentle; well-behaved	शान्त स्वभावको	彼女[かのじょ]は 大人[おとな]しい 性格[せいかく]だ。	She has a quiet personality.	うちの 犬[いぬ]はとても 大人[おとな]しい。	Our dog is very gentle.	子[こ]どもたちは 大人[おとな]しく 待[ま]っていた。	The children waited quietly.	大人しい＋N／大人しく＋V	From 大人 (adult-like). For colours: 大人しい色 = subdued colour.	N3 batch2 day10 adj
苦しい	234	苦[くる]しい	くるしい	adj	i-adjective	painful; hard; strained	कष्टकर; गाह्रो	熱[ねつ]で 息[いき]が 苦[くる]しい。	It is hard to breathe because of the fever.	生活[せいかつ]が 苦[くる]しい 家庭[かてい]が 増[ふ]えている。	Households struggling to get by are increasing.	苦[くる]しいときこそ、 笑[わら]おう。	It is precisely in hard times that we should smile.	Aが苦しい（息・生活・立場）	Physical and financial hardship. 苦しむ (v) = to suffer. 辛い is the emotional cousin.	N3 batch2 day10 adj
辛い	235	辛[つら]い	つらい	adj	i-adjective	hard; painful (emotionally)	पीडादायक; गाह्रो (मनको)	家族[かぞく]と 離[はな]れて 暮[く]らすのは 辛[つら]い。	Living apart from family is hard.	辛[つら]いことがあったら、 話[はな]してください。	If something painful happens, please talk to me.	毎朝[まいあさ] 五時[ごじ]に 起[お]きるのは 辛[つら]い。	Getting up at five every morning is rough.	V-るのは辛い／辛い＋N	Same kanji as 辛い (からい, spicy)! Context decides. つらい = emotional/physical strain.	N3 batch2 day10 adj
新鮮	236	新鮮[しんせん]	しんせん	adj	na-adjective	fresh	ताजा	この 市場[いちば]の 魚[さかな]は 新鮮[しんせん]だ。	The fish at this market is fresh.	朝[あさ]の 新鮮[しんせん]な 空気[くうき]を 吸[す]った。	I breathed the fresh morning air.	彼[かれ]の 意見[いけん]は 新鮮[しんせん]に 感[かん]じた。	His opinion felt fresh.	新鮮な＋N（魚・野菜・空気・気持ち）	Food, air, and ideas can all be 新鮮.	N3 batch2 day10 adj
盛ん	237	盛[さか]ん	さかん	adj	na-adjective	thriving; popular; active	फस्टाएको; सक्रिय	この 地方[ちほう]は 農業[のうぎょう]が 盛[さか]んだ。	Agriculture thrives in this region.	日本[にほん]では 野球[やきゅう]が 盛[さか]んです。	Baseball is very popular in Japan.	二国[にこく] 間[かん]の 交流[こうりゅう]が 盛[さか]んになってきた。	Exchange between the two countries has become active.	Aが盛んだ／盛んな＋N／盛んに＋V	Pattern 〜では〜が盛んだ (region + industry/sport) is an exam favourite.	N3 batch2 day10 adj
適当	238	適当[てきとう]	てきとう	adj	na-adjective	suitable; (also) half-hearted	उपयुक्त; (अर्को अर्थ) जथाभावी	適当[てきとう]な 大[おお]きさに 切[き]ってください。	Please cut it to a suitable size.	彼[かれ]は 何[なん]でも 適当[てきとう]にやる。	He does everything half-heartedly.	適当[てきとう]な 言葉[ことば]が 見[み]つからない。	I cannot find the right word.	適当な＋N／適当に＋V	Two OPPOSITE meanings: proper/suitable (formal, tested on exam) and sloppy/random (spoken, used in life).	N3 batch2 day10 adj
単純	239	単純[たんじゅん]	たんじゅん	adj	na-adjective	simple	सरल; सोझो	仕組[しく]みはとても 単純[たんじゅん]だ。	The mechanism is very simple.	単純[たんじゅん]な 計算[けいさん]ミスで 点[てん]を 落[お]とした。	I lost points on a simple calculation mistake.	彼[かれ]は 単純[たんじゅん]な 性格[せいかく]で、すぐ 信[しん]じる。	He has a simple nature and believes things right away.	単純な＋N／Aが単純だ	Opposite: 複雑 (batch 1). About people it can be mildly negative.	N3 batch2 day10 adj
素直	240	素直[すなお]	すなお	adj	na-adjective	honest; obedient; open-minded	सोझो; इमानदार (मन)	彼[かれ]は 素直[すなお]に 謝[あやま]った。	He apologized honestly.	素直[すなお]な 子[こ]どもですね。	What an obedient child.	人[ひと]の 意見[いけん]を 素直[すなお]に 聞[き]くことも 大切[たいせつ]だ。	It is also important to listen to others' opinions with an open mind.	素直な＋N／素直に＋V（謝る・聞く・喜ぶ）	Praised trait in Japan: accepts advice without resistance. 素直になれない = cannot be honest with one's feelings.	N3 batch2 day10 adj
熱心	241	熱心[ねっしん]	ねっしん	adj	na-adjective	enthusiastic; eager	जोसिलो; लगनशील	彼女[かのじょ]は 熱心[ねっしん]に 日本語[にほんご]を 勉強[べんきょう]している。	She is studying Japanese eagerly.	熱心[ねっしん]な 先生[せんせい]のおかげで、 成績[せいせき]が 上[あ]がった。	Thanks to an enthusiastic teacher, my grades went up.	仕事[しごと]に 熱心[ねっしん]な 人[ひと]は 信頼[しんらい]される。	People who are dedicated to their work are trusted.	Aに熱心だ／熱心に＋V／熱心な＋N	勉強熱心 = studious. 熱 = heat → enthusiasm cluster: 熱中する.	N3 batch2 day10 adj
積極的	242	積極的[せっきょくてき]	せっきょくてき	adj	na-adjective	proactive; positive	सक्रिय; अग्रसर	会議[かいぎ]では 積極的[せっきょくてき]に 発言[はつげん]しましょう。	Let us speak up proactively in meetings.	彼[かれ]は 何事[なにごと]にも 積極的[せっきょくてき]だ。	He is proactive about everything.	積極的[せっきょくてき]な 態度[たいど]が 評価[ひょうか]された。	His proactive attitude was appreciated.	積極的に＋V／積極的な＋N	Opposite: 消極的 (しょうきょくてき) = passive/reserved. Interview keyword.	N3 batch2 day10 adj
具体的	243	具体的[ぐたいてき]	ぐたいてき	adj	na-adjective	concrete; specific	ठोस; स्पष्ट	もっと 具体的[ぐたいてき]に 説明[せつめい]してください。	Please explain more concretely.	具体的[ぐたいてき]な 例[れい]を 挙[あ]げましょう。	Let me give a concrete example.	計画[けいかく]はまだ 具体的[ぐたいてき]ではない。	The plan is not yet concrete.	具体的に＋V／具体的な＋N（例・計画・方法）	Opposite: 抽象的 (N2). 具体例 = concrete example.	N3 batch2 day10 adj
一般的	244	一般的[いっぱんてき]	いっぱんてき	adj	na-adjective	general; common; typical	सामान्य; आम	日本[にほん]では 一般的[いっぱんてき]に、 家[いえ]の 中[なか]で 靴[くつ]を 脱[ぬ]ぐ。	In Japan, people generally take off their shoes indoors.	それは 一般的[いっぱんてき]な 考[かんが]え 方[かた]です。	That is a common way of thinking.	この 名前[なまえ]は 女性[じょせい]に 一般的[いっぱんてき]だ。	This name is common among women.	一般的に（は）／一般的な＋N	一般 = the general public. 一般的に言えば = generally speaking.	N3 batch2 day10 adj
完全	245	完全[かんぜん]	かんぜん	adj	na-adjective	complete; perfect	पूर्ण	けがは 完全[かんぜん]に 治[なお]った。	The injury has healed completely.	完全[かんぜん]な 答[こた]えはないかもしれない。	There may be no perfect answer.	準備[じゅんび]はまだ 完全[かんぜん]ではない。	Preparations are not yet complete.	完全に＋V／完全な＋N	完全に = completely (most common use). 不完全 = incomplete. 完璧 (かんぺき) = flawless.	N3 batch2 day10 adj
無駄	246	無駄[むだ]	むだ	adj	na-adjective / noun	waste; futile	खेर जाने; व्यर्थ	時間[じかん]を 無駄[むだ]にしないでください。	Please do not waste time.	電気[でんき]の 無駄[むだ] 遣[づか]いをやめよう。	Let us stop wasting electricity.	努力[どりょく]は 無駄[むだ]にはならない。	Effort will not go to waste.	Aを無駄にする／無駄になる／無駄な＋N	無駄遣い = wasteful spending. もったいない = what-a-waste feeling.	N3 batch2 day10 adj
順調	247	順調[じゅんちょう]	じゅんちょう	adj	na-adjective	smooth; going well	राम्रोसँग चलिरहेको	仕事[しごと]は 順調[じゅんちょう]に 進[すす]んでいます。	Work is progressing smoothly.	手術[しゅじゅつ]の 後[あと]、 回復[かいふく]は 順調[じゅんちょう]だ。	After the surgery, recovery is going well.	全[すべ]てが 順調[じゅんちょう]というわけではない。	Not everything is going smoothly.	Aが順調だ／順調に＋V	Status-report word: 順調です = on track. 調子がいい is the spoken version.	N3 batch2 day10 adj
主に	248	主[おも]に	おもに	adv	adverb	mainly	मुख्यतया	この 教室[きょうしつ]では、 主[おも]に 会話[かいわ]を 練習[れんしゅう]する。	In this class, we mainly practice conversation.	客[きゃく]は 主[おも]に 近所[きんじょ]の 人[ひと]たちだ。	The customers are mainly people from the neighborhood.	彼[かれ]は 主[おも]にデータの 分析[ぶんせき]を 担当[たんとう]している。	He is mainly in charge of data analysis.	主に＋N／V	From 主な (main). 主な原因 = main cause.	N3 batch2 day10 adv
普段	249	普段[ふだん]	ふだん	adv	noun / adverb	usually; everyday	सामान्यतया; दैनिक	普段[ふだん]は 七時[しちじ]に 起[お]きます。	I usually get up at seven.	普段[ふだん]から 準備[じゅんび]しておけば、 慌[あわ]てない。	If you prepare regularly, you will not panic.	普段着[ふだんぎ]のままパーティーに 行[い]った。	I went to the party in my everyday clothes.	普段（は）／普段から／普段着	普段 = one's usual routine; 普通 = normal in general. 普段から = on a regular basis.	N3 batch2 day10 adv
多少	250	多少[たしょう]	たしょう	adv	adverb / noun	somewhat; a little	केही मात्रामा; अलिअलि	多少[たしょう] 高[たか]くても、いい 物[もの]を 買[か]いたい。	Even if it is somewhat expensive, I want to buy good things.	日本語[にほんご]は 多少[たしょう] 話[はな]せます。	I can speak Japanese a little.	多少[たしょう]の 失敗[しっぱい]は 気[き]にしない。	I do not worry about minor failures.	多少＋adj／V／多少の＋N	Humble-sounding a-bit. Literally 多+少. 少々 = polite a-moment/a-little.	N3 batch2 day10 adv
